Age,Gender,Marital_Status,Dependents,Employment_Length,Monthly_Income,Annual_Income_Growth,Job_Stability_Index,Monthly_Pension_Contribution,Years_Pension_Savings,Pension_Balance,Withdrawal_Frequency,Pension_Return_Rate,Contribution_Ratio,Contribution_Regularity,Credit_History_Length,Number_of_Loans,Debt_to_Income_Ratio,Credit_Utilization_Rate,Missed_Payments_Last_12M,EMI_to_Income_Ratio,Savings_to_Income_Ratio,Spending_Volatility_Index,Investment_Diversification_Score,Risk_Appetite_Index,Emergency_Fund_Months,Transaction_Consistency_Index,Credit_Risk_Level
46,0,0,4,8,54142.4817233155,0.10316022486082924,0.8636391116351976,5030.873583722226,11,163855.48856190726,3,0.030722007000429468,0.09291915375123577,0.9186305567758399,19,3,0.7372463625146434,0.9366440602016182,1,0.11835930821266945,0.1826208445654517,0.8649789193154911,0.7175190468073271,0.20710119658195372,4,0.8860414645394021,3
26,0,1,2,19,44181.99207750484,0.13907174587807422,0.552394401719061,4549.932617400427,14,137884.91674331413,5,0.05040554142473025,0.10298160864767832,0.7528720677137828,12,1,0.7265901211923796,0.6702330113740155,3,0.5771507759794715,0.13094410027707487,0.885626225337472,0.8498462972152869,0.322724317238323,11,0.5801112290643519,3
48,0,1,3,2,39377.08362673639,0.028486892281678423,0.5013014905486048,5846.791955972616,21,199445.42432781856,3,0.05511787040754852,0.14848209713536886,0.6107490518157301,11,4,0.12244160415774595,0.35455419829796586,2,0.25570960580214974,0.3020870404303582,0.17503028604105136,0.861818532771794,0.6162844364979871,8,0.714619783130108,3
54,0,2,3,1,70237.59468609156,0.1465084735900126,0.5357729678688087,5176.585706332618,3,233489.0686526962,1,0.08038421863399786,0.07370106749053702,0.9063507595227283,1,4,0.8444109311205746,0.5035750734990251,1,0.3582213285865401,0.12358228209322167,0.5276350936114822,0.31079314474722725,0.47763022057176174,4,0.3071539886388674,3
62,0,2,2,13,36012.27304999053,0.014690909885299884,0.3464477937357192,4757.747693014296,11,154045.26206814847,5,0.11651063483269321,0.1321146178806824,0.6355677230911876,16,1,0.6717090216932268,0.6683255202641425,3,0.5870398686869218,0.1405155190010984,0.6215751663785332,0.6041992815739532,0.9922831074310083,11,0.5455179404952639,3
26,0,0,3,24,37704.80575191593,0.08381629828595419,0.8412010423100873,5213.311324766894,4,222834.9040186446,2,0.07185382479227122,0.13826649470278696,0.9218879596582945,1,4,0.7502300264454689,0.6857665670647484,0,0.29615066625129616,0.4561399092345322,0.23017910926904223,0.771366612135955,0.7476433006971335,5,0.7347095013017253,3
45,1,1,2,32,16379.156191189883,0.05074116612591467,0.8006117609780559,2558.0697940761265,9,224381.73666472107,5,0.05599015567295745,0.156178362561319,0.9723065285900612,24,4,0.6165964915772,0.16032611037424926,3,0.22307883196635742,0.2866824858164512,0.4701198979473973,0.75702194320757,0.29825701595094095,8,0.9933730268748671,3
57,1,1,2,30,71607.72308338268,0.12394727494987329,0.6868847176801179,10066.949282223,5,198539.11217017737,4,0.1035300285092166,0.1405846862425813,0.7730248404616704,20,5,0.5232985382459786,0.4155067146416799,1,0.48491263182583677,0.32858127933509873,0.507700673314543,0.9788291210931461,0.7600011856292377,5,0.4947389221409789,3
36,1,0,3,6,63367.18190929071,0.0404561084936515,0.8012594859350466,4089.929770850448,13,345835.8659680347,1,0.06472039098110577,0.06454334321991988,0.5246487978069627,9,3,0.6157423818602281,0.5791572534236418,5,0.4376038064037444,0.11043287832320164,0.3499671770955681,0.3017766422807238,0.42065363415878176,9,0.422318992792504,3
46,1,0,0,33,45016.569998703155,0.01161420514263943,0.5611932167238066,6901.933001552914,20,365452.03385902836,0,0.04275721622015053,0.15331983315814035,0.9778089070205117,5,0,0.38810646949231054,0.40276345539845837,2,0.062011460652310446,0.14272857044444945,0.18119142297863206,0.569352412464841,0.12037426187263867,11,0.926980189763976,2
49,0,2,1,23,59191.997097184634,0.06804532429306703,0.5067583532772657,3152.6909325549605,4,133368.21506911196,4,0.10151212900626111,0.05326211459597657,0.9156621537563996,5,2,0.4662522414944017,0.6202740323112667,5,0.31682817583970047,0.0942049091929475,0.4136758454808107,0.2624344146962919,0.3534812435452339,5,0.6938622398609162,3
51,1,2,4,10,16616.32705541943,0.018975119673302274,0.903610692543702,1803.6411627850898,7,140083.68030072172,4,0.030217294973439085,0.10854632054180893,0.558679650798806,8,2,0.6699444694455862,0.25841996810048906,0,0.5577517006886514,0.17218200335685974,0.6502716585332606,0.6565253182966593,0.9469129252333599,1,0.9970261263583875,3
52,1,2,1,15,57129.28661843492,0.05061295968628487,0.5957181992024443,6430.440546907068,2,230153.65902829205,1,0.04846033621336498,0.11255944065704548,0.8146938162202995,23,0,0.6341159485805988,0.1311271079209235,4,0.3509077528101341,0.4466972299445353,0.43432366741479334,0.7470093119708852,0.21529943343880642,11,0.47790621403745626,3
40,0,0,4,23,37143.98105380349,0.10012467683333773,0.43713852024928307,2507.0171146908174,20,157613.84783922316,4,0.08716198208973092,0.06749457229852056,0.657806100274988,24,2,0.574826873929975,0.4071896842214502,5,0.38739983586187215,0.4498923267029495,0.3115799607592037,0.2599035990901464,0.6151222223331774,4,0.43700805791851616,3
39,0,0,4,1,75106.28747001907,0.051258444726319234,0.8243307409286389,3866.364345710731,19,190094.5096362548,3,0.03922161576041509,0.05147857091530594,0.6651650076204643,14,0,0.13937111530859658,0.6114066160754411,0,0.3183018267725525,0.3531152814119814,0.278545139636016,0.6266145181067027,0.9798000551394521,1,0.5490063947668306,3
27,0,2,1,8,55513.1359810892,0.04441105182497257,0.5351102980003348,3368.219345366072,7,90582.7642417069,3,0.05302364286234175,0.060674276202185205,0.7901537666982428,4,4,0.33023533190235704,0.10990225595144756,3,0.37228466434684276,0.444058231731297,0.4666197437527002,0.9779049327288594,0.5687249843311085,7,0.7045104927526464,2
61,0,2,2,3,51965.101580227696,0.03176939282984754,0.448295910629809,6077.058511097907,20,142031.0863748844,2,0.06539739186336516,0.11694499435771678,0.8559400041080674,12,1,0.5827743358509556,0.6504741880381522,1,0.21266620625759802,0.13592372106983092,0.9712880150742188,0.22820837698896837,0.39713736763740715,3,0.3534914328241295,3
31,0,1,3,14,37689.42671129763,0.02892411837183257,0.3190499944011244,3243.293373673854,24,169644.04568223644,1,0.06567767947701841,0.08605313629516306,0.5056169136411557,2,5,0.4708967934742222,0.4190718332496908,0,0.16178882965721358,0.11659679649795468,0.6675881745108719,0.34248673713009514,0.6386961183850612,2,0.5722112200065772,3
45,1,1,0,17,37783.241161774225,0.08362003224539868,0.9794212307970205,2280.107508933295,21,103053.09344244945,3,0.11755226769851666,0.060347059670468606,0.5763363915129263,6,4,0.3704660953581381,0.9937975262813498,0,0.26569623163124106,0.3944765352446325,0.19501978112416624,0.6369747170854283,0.3309276822133974,8,0.34596580469678684,3
33,0,2,0,34,58888.30307962405,0.10541098321208599,0.627102568763437,5209.307086651893,25,71237.13994511169,4,0.09079911268229977,0.08846081164214029,0.9514007438468208,14,1,0.6736201364825262,0.8045119669896806,2,0.17776431589606706,0.49534206390574537,0.22421890118687077,0.7701154279768179,0.7980423564256502,0,0.7604664175365721,3
63,1,2,0,6,37548.98108478326,0.07338264880298898,0.4132305111195577,4855.960141845142,9,308035.9371674946,4,0.033331927680366094,0.1293233531658472,0.7474960018830938,13,0,0.40962375890521385,0.36194226786828343,3,0.5508512861995813,0.37294020671468553,0.6358641189391029,0.8594145116858669,0.8764014920724169,0,0.5408622900397623,3
42,1,1,1,5,36959.26452215183,0.02730443386669907,0.8304678116855106,5962.299075250269,19,75247.40876134373,3,0.049921521786068415,0.16132082584264407,0.7459384521763738,23,4,0.8267320354714794,0.9743446998658126,2,0.13172945405801004,0.06666203989808828,0.3233598751831852,0.43830780966073074,0.4170409736831405,8,0.97945709534938,3
28,0,2,1,29,71106.27250283652,0.10068588193301366,0.9213557896324076,7949.695632820405,25,355343.5179191493,1,0.08547879363551572,0.1118002020497317,0.9201574310934226,22,0,0.5253555158733292,0.3505177594933089,5,0.18201480992735963,0.13274375224172952,0.8494902667623736,0.4681888730467103,0.7956148973188409,4,0.3722109054014271,3
49,1,1,2,18,54313.25084696176,0.08799706576502933,0.6695775948192029,7710.979536071298,20,286337.9086031403,1,0.09420805456007651,0.14197234405648992,0.5646874735584241,3,5,0.486807286533979,0.1974407003289472,2,0.48414240273680553,0.16137725612378936,0.16243905213097992,0.8311251475769041,0.8517552669705553,11,0.9260263320639117,3
38,1,1,0,30,33557.16759026688,0.06337856373716258,0.3198516211491795,4681.7182069747605,25,189926.03670839037,0,0.06425366252762407,0.1395147011255108,0.8568321551369377,19,5,0.3697567575724756,0.1241796896050596,3,0.10611305004638655,0.24024046882521577,0.3126288647226049,0.5366301127732334,0.46717660279486206,1,0.3183797485309636,2
33,0,1,2,15,58276.19832303951,0.05620656279764189,0.5556000729808719,10748.88021800452,28,203959.8541091776,1,0.107091453435815,0.1844471761596526,0.7531128154409223,5,3,0.20738533842547024,0.8051434947818201,0,0.4882685506347105,0.1494247664426716,0.6712777101041913,0.9006626620634415,0.9547878965033847,6,0.7584562269608994,2
50,1,0,0,15,45814.097806741855,0.035641404761019874,0.4701711449422322,3523.522906484527,2,236442.44703090272,5,0.1149085191205545,0.07690914096677938,0.8707944402922471,23,5,0.10768611645226081,0.38718736936038867,1,0.3680557276727624,0.07728297584881288,0.6909806813491066,0.936017981896597,0.7208276039728252,1,0.9635527683261649,3
26,1,0,1,16,23512.66195523909,0.030481924236403966,0.745478228899175,2855.9552922474522,21,132160.2384400104,5,0.08526560805442926,0.12146456652523294,0.8396336617709766,18,5,0.6415126070448189,0.9859028234665247,1,0.30330448349226247,0.1662475097607882,0.742171251044394,0.8809038307421053,0.5109639033152591,7,0.7951249483182518,3
44,1,2,3,33,42514.87242356401,0.05742803722561791,0.6632004612261919,6155.0676855104975,16,135149.4877323457,5,0.08061506903663486,0.1447744597276277,0.8332422067733398,12,0,0.15230004178082146,0.6563884249500583,3,0.5288261083786109,0.20793870605085063,0.8801467286423222,0.2671621172273413,0.6494554306334219,4,0.3214292741739754,3
52,0,1,3,10,34271.2803178722,0.015828357374483737,0.5490157906128692,4385.29643930433,6,147752.19582171555,3,0.09757249077794972,0.1279583487582001,0.9280189383514896,11,5,0.3600301546808179,0.24786384850095206,3,0.26927839697966044,0.17762474292682034,0.9720499512409474,0.6318263082163718,0.5472535209723542,0,0.7600259971687928,3
31,0,0,3,19,53836.66346427908,0.07112783779218303,0.7539535966500761,6328.566433516092,19,193430.39183160441,0,0.10038394093396925,0.11755123787927775,0.7753899728115681,4,4,0.8005081132186205,0.40244347597013863,1,0.20041080026757863,0.06251201929242285,0.2808064015546637,0.9569769847002403,0.2484811531661289,10,0.5019507746717566,3
32,0,2,3,3,40166.26968257583,0.09422035009989102,0.7091004974688809,7873.345887843924,18,116535.43999547811,4,0.04938914713415517,0.1960188474076643,0.7039248215017708,12,1,0.48246721704496565,0.5611059217191827,1,0.3486583073079585,0.4674258218455003,0.33307595504599286,0.9709768166026336,0.516050240722127,8,0.8107176143402139,3
59,1,2,4,4,51363.53375665725,0.1418315985410047,0.9345430871221834,9825.950595741913,17,126272.25215038379,3,0.0735212864373724,0.1913020751705653,0.5992476817145622,24,3,0.8066935270736199,0.7495436113263343,5,0.35677007416743794,0.2936255990978205,0.4549392028044279,0.6208653510448492,0.6018518018220226,4,0.6164395999407181,3
38,0,2,0,11,59993.895261448444,0.09761594005888317,0.7177620665960581,8502.233852204205,11,442959.11968546914,2,0.07026893944975739,0.14171831675793298,0.6719884253940684,19,4,0.1492153775271854,0.6322735639993287,4,0.11756184077092652,0.43184732731431563,0.4445458738524227,0.5461603636635617,0.24453924539665237,7,0.7329112064481713,3
41,1,2,3,33,85414.39524440999,0.09737064655982595,0.6553983192981422,9902.63376906586,23,190099.14460176858,2,0.11473201093237136,0.11593635640374034,0.9349643100781094,7,4,0.7747099234319615,0.33400172085499225,3,0.4819250957341456,0.05694430836034294,0.4180882702654063,0.3508132778908404,0.9025157156024695,9,0.3165935232046831,3
60,0,2,4,28,79698.51758080018,0.062418072784504786,0.8765690589078436,13015.351170316044,4,91019.91667543969,1,0.04005893466182971,0.16330731819598504,0.6687365083507182,10,4,0.8451879181529987,0.5284341086630914,5,0.25581282267169786,0.4086822101280698,0.15597220368016382,0.997740544324019,0.6369971522852125,11,0.49619800903111244,3
64,1,1,4,32,53348.74128212062,0.028664401879347122,0.44169376848245023,6772.100526285869,24,249810.77374982947,0,0.11491234236269483,0.12694021196251692,0.9927118709402158,19,3,0.8308989853551111,0.29483811098746937,2,0.11934217861372937,0.3669998745659903,0.8764856310581381,0.6958915292979275,0.5174695416084585,0,0.5113347196249722,2
28,0,2,4,16,49210.9377848593,0.0725712714558179,0.4704952324873436,9809.484094451971,8,141304.37626632687,0,0.08153350909895471,0.19933544321665111,0.8039940931443803,24,4,0.3692157216113404,0.41480857476761257,0,0.10468739979593437,0.4896941857037532,0.6970945359382561,0.2638956554086668,0.8060165876318489,2,0.6133422591698785,2
26,0,1,2,9,41073.6243666908,0.09381468466945193,0.8485011945755934,6279.770838795792,24,120361.48939597784,4,0.05592476487925584,0.1528905942833829,0.9074838927967445,23,5,0.17609157653855148,0.35702285433299596,0,0.3608512877467313,0.10160104407403958,0.8085811648012033,0.9016557235780349,0.7896317417271876,7,0.9164372534726897,2
30,1,0,2,11,25353.53050126127,0.11136470353181255,0.6096451589226369,1526.891247746848,18,551717.4143658117,1,0.10824091183671747,0.0602240089470336,0.7466306527778175,1,1,0.8320581318106317,0.9086979949288911,4,0.2555935819310432,0.3391932197886535,0.9997824413704721,0.7253399426168243,0.4482440552077077,0,0.5584235554956445,3
28,0,2,4,6,15705.292721089427,0.12565214834536031,0.5864651034647492,1732.0833073174322,13,168938.89551963337,0,0.03453823964973166,0.11028659816009358,0.8272772180177501,16,5,0.2258874071816199,0.8092659467918284,5,0.22453661362577,0.059532738109092244,0.5405021198831406,0.4653590826727858,0.5020778522059657,10,0.7925291653884785,3
53,1,0,3,27,37359.440095088794,0.04582993288953701,0.9209545681344633,5960.3140394918355,21,108955.24604630993,3,0.058704616622724956,0.1595397046722702,0.9947650880156977,4,4,0.5368014567334244,0.5784410575586966,3,0.3029630828375054,0.2106452872284103,0.21977486572827137,0.3481746251929273,0.5225851755717343,0,0.5497495112124229,3
42,0,1,0,12,74561.67223824072,0.04377081053190424,0.7270763240051477,13149.352536126275,8,121715.95270917706,4,0.09772829527430157,0.17635538664035377,0.7501349551366,23,2,0.425963686663111,0.2567840421750434,0,0.4857741761095409,0.33609227452647733,0.849739340821273,0.7320770039648656,0.23384416911087816,5,0.440691169436856,2
50,0,1,1,22,74046.46346010744,0.08914198083463251,0.8620363982798727,12736.393416902074,10,175303.3037505428,0,0.10449225648923614,0.17200542499593935,0.631679595776222,12,0,0.8662839497016782,0.6342672302346315,0,0.14377937971008786,0.46943908555866454,0.7683179331609405,0.20758968834530195,0.7524692730660898,10,0.624023079432154,3
58,1,0,2,21,51074.6493435637,0.0892421256388201,0.8668872094267803,10040.543581530712,18,174709.5386768884,2,0.04507480984535351,0.19658565865016547,0.8249386304199309,13,2,0.43275258387287907,0.41910862804803484,0,0.11527831535321444,0.08730855606549791,0.7913673727773836,0.8912265959480568,0.259458223763908,9,0.4705703113672208,3
34,1,2,3,33,56978.242365216494,0.0405126915383884,0.384018660818238,7029.296034682501,18,205552.4946307599,2,0.11475924579456522,0.12336807424887636,0.9598036317603753,21,5,0.3962483668742731,0.13353887290293023,1,0.529005228498649,0.27016262384144424,0.2449392653153074,0.7037648466483857,0.16505525722058417,11,0.33692096104884967,2
60,1,2,3,17,40929.243799064796,0.09224654344917822,0.7575916775287925,2906.387907784693,17,69246.58718246469,0,0.034835026432092644,0.07101005633168092,0.5085993077987848,3,1,0.5694427895075324,0.7202683143092884,4,0.4962634455291245,0.1572726212236378,0.7791729861654247,0.36991436481771434,0.7043936728307119,5,0.44993611985101956,3
38,0,0,1,29,49547.74348565505,0.05842303899641528,0.9667614370942568,7324.963847640162,16,93161.4898630881,5,0.06901993807775586,0.14783647714977916,0.9962778020782495,16,1,0.5222005080100653,0.33011489949142925,5,0.13994911949894867,0.14730802029445622,0.6332794520502966,0.7561205882840223,0.1740740120197018,1,0.35784285101622837,3
55,1,0,1,10,38357.398936156984,0.0995040886430086,0.636018962739654,2324.931555234945,6,148187.49815567603,5,0.03877026909715408,0.060612336073794244,0.7722741922768968,2,0,0.4617022583038649,0.3107475915227592,2,0.35721227102403225,0.35973781302681834,0.1455354699810823,0.4104777021116819,0.8801277861035656,0,0.33320296087300905,3
39,0,0,3,18,38330.44950365585,0.05074625991410823,0.8125276978656346,7513.8603536487135,14,124713.40626280666,2,0.038792797480508984,0.19602849564631541,0.8997221936989446,9,1,0.5020716969844139,0.6974170555384078,1,0.3490440437816223,0.062271548962083395,0.3629239531295594,0.9077063305625186,0.39807302645858156,7,0.8170148246921636,3
32,1,2,1,13,59188.06787938318,0.0929208508900207,0.6967130299611589,9693.819421513825,5,94979.99163129397,3,0.1122508761205556,0.16377996053644533,0.5591109106522979,6,1,0.17875798488739925,0.8842795127276876,3,0.47578114738116856,0.334294081832797,0.29827152502510423,0.7294531430470177,0.3094652851995513,3,0.7865831057449026,3
38,1,2,3,27,40920.59643274,0.1175634057731692,0.44339218196868,8074.544239817987,15,195796.29336076812,4,0.11135685390638266,0.19732225196399278,0.645751126288392,10,4,0.8479318329472317,0.3538262900200956,4,0.23106411542424615,0.1230703188979876,0.36202295101858184,0.9090468884286826,0.48495026943389397,10,0.4074473038270834,3
47,1,2,1,10,57382.487440764686,0.1472222285982713,0.43663555200323617,6116.28162489132,13,204484.71090847047,3,0.0853732518198024,0.10658794865254125,0.9885796016973581,17,0,0.30028699516440255,0.7997986959782312,1,0.08527012983850578,0.05663550116839963,0.27980971290789963,0.7838492878138954,0.5346716044353291,9,0.32852228396844413,3
64,1,0,1,32,47792.12816930304,0.13754952790604602,0.6036832156301807,2502.8500592985,16,384663.75313096854,2,0.11696598514144133,0.052369504250410946,0.6439523265916671,5,2,0.5561096503732901,0.89716478897886,1,0.15278902997252572,0.29467220957384876,0.4580711528433917,0.5153972461346936,0.2278724694732132,3,0.3166308593395039,3
45,1,2,3,3,71268.08329209617,0.0804954246258433,0.6380934016665967,9136.101808175927,16,231497.07045713958,0,0.07419479548241881,0.12819345471564192,0.706107543193077,12,4,0.12838266799573664,0.28987867077752466,4,0.16658017600597613,0.10057674271663984,0.295309355762741,0.8524286986378211,0.9024471331437733,6,0.812030659546022,3
40,1,1,4,22,58285.11949865509,0.07836887166446652,0.6521927098525299,3973.7331925724043,17,206979.1251579692,0,0.1004569958475426,0.06817749070007649,0.6403505743465637,23,4,0.33653550002692423,0.9256889869806592,5,0.3058011064411364,0.30266831174947384,0.45649389924596007,0.8530095590175393,0.25980960087310634,8,0.5963530396536896,3
42,0,0,3,27,53664.894523901065,0.07127800083100481,0.9685005302517866,8154.067024969724,27,149222.8940566875,4,0.03875424378713673,0.15194415450379944,0.7342337917682145,8,2,0.6509614269559052,0.3548010168428902,3,0.3269343526768522,0.17621671794149923,0.11492927432353688,0.9766333432412251,0.5595026457859774,11,0.600734033329478,3
48,1,2,0,3,28545.145014041795,0.01388508371840938,0.3701781808962335,3557.6588872670122,24,632415.3204596676,2,0.06560557417179444,0.12463271374228245,0.5795267658002283,21,1,0.46589106443279726,0.29601668800426945,4,0.16285415998457492,0.17546841479735453,0.762339803574849,0.6951435573442094,0.6409382316899574,4,0.3446136601086957,3
50,0,0,1,33,42642.35794656393,0.033233629648076635,0.56636871400848,6951.431245484747,24,137670.74241547965,2,0.07635827317789329,0.16301704643527776,0.7544238660229484,12,3,0.6841331486527433,0.42463305457783895,4,0.2253294588320528,0.41241704638995147,0.4123486047613095,0.7495363287108221,0.6857370746653054,2,0.8608787604678558,3
49,1,1,2,2,49245.73511776725,0.018286472362567807,0.660183204584714,4612.371257495707,5,137096.6245536641,2,0.10003346218992633,0.09366031893859618,0.649219843800446,12,5,0.2243297094807722,0.3053941004564498,3,0.48128279177162153,0.3703138222271747,0.3587835573651701,0.5854973558186332,0.5583350329442084,10,0.5042430381890182,3
53,1,1,1,11,50818.417875892366,0.1074897118685449,0.9741789175806315,8861.453214299643,11,264160.9591055089,1,0.0601033257369772,0.1743748346503209,0.9075627768685093,10,3,0.8904553033232315,0.6152839961443278,1,0.07383386363887454,0.4224785458647274,0.8730163910912122,0.41607152089992816,0.33416449720530694,11,0.5939455854054694,3
39,1,0,0,10,59948.43172958751,0.06785285103054317,0.6530203719049268,8849.772242233998,15,73076.01180356572,0,0.11823027092835557,0.14762308182060746,0.6948818698183175,13,5,0.4565805894527656,0.5254954992456184,3,0.4588191457965372,0.24124915666997504,0.7738210385701317,0.26584317950184205,0.16353452838483007,9,0.6093870137256798,3
25,0,0,2,33,53090.30210216521,0.01892778292915734,0.8426930040846259,10520.186241936577,3,156412.15201369952,2,0.09613470570195888,0.1981564584373975,0.896360144457113,1,1,0.5310311817289236,0.7028431589250461,2,0.5877738065945538,0.10055694972809204,0.8767882632297717,0.8034290707877121,0.9491221996922414,11,0.9174208679826528,3
49,0,1,2,7,34501.57975706193,0.10668051087154179,0.8244946756295535,2649.1539427140397,8,171269.35076194897,4,0.07796711173032575,0.0767835548797385,0.8208773114017367,2,4,0.3060660793877056,0.7518745446929631,3,0.4688381060786246,0.393581101277959,0.8856083233991155,0.5756600468365152,0.8191215545006634,3,0.8832715135395233,3
31,1,0,3,15,58881.71387032422,0.10022102079591212,0.6965108345999305,3396.0565976312932,3,132992.52210406068,5,0.059768843791714224,0.05767591284979343,0.9575471193882208,20,2,0.3713179679549782,0.17362263656847873,2,0.5625340058008875,0.44022521575894996,0.756695345576762,0.8758452858221228,0.34845034642126027,0,0.5300096445697992,2
33,0,1,4,26,43080.99384471956,0.11079479629666959,0.3914921713901883,7653.661265455976,29,275011.9332485484,1,0.08778437909536313,0.177657490749696,0.9053120056645982,15,3,0.6236704234950653,0.23826889066685053,4,0.1947862933999857,0.31455868501761963,0.1518086185034035,0.5457507889290817,0.19173526398144125,7,0.3514646982832955,3
